ID,RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,GRVSmag,e_GRVSmag,RV,logg,[Fe/H],Dist,PQSO,PGal,Pstar,PWD,Pbin,Teff,A0,AG,ABP,ARP,E(BP-RP),GMAG,Rad,Rad-Flame,Lum-Flame,Mass-Flame,Age-Flame,z-Flame,Evol,SpType-ELS,Flags-HS,EWHa,e_EWHa,f_EWHa
2897,53.17646889246,7.46792951153,11281508992692352,0.0135,0.012,1.5066,0.0157,8.133,7.312,0.02,-3.56,0.016,1.01,13.416535,0.002764,13.807351999999998,0.002934,12.842731,0.003829,12.585073,0.0768,16.93,4.1402,-0.8953,643.4984,0.0,0.0,0.9999784,0.0,2.1600000000000003e-05,6340.062,0.789,0.6666,0.8369,0.4727,0.3642,3.7123,1.3067,1.3174,2.5201948,1.21,2.569,0.42148337,231.0,F      ,91,0.26489,0.02157,0
16943,57.93069270695,18.188905258820004,49911681805068032,0.0157,0.0099,1.3378,0.0176,7.934,-1.415,0.019,-7.807,0.013,1.007,13.684034,0.00276,14.113558,0.002863,13.077401,0.003815,12.844914,0.033669,-56.43,4.1507,-0.534,720.6991,0.0,0.0,0.9999915,0.0,8.56e-06,6322.596,0.9421,0.7896,0.994,0.5636,0.4304,3.6115,1.3636,1.3785,2.703171,1.212,3.022,0.44675976,256.0,F      ,91,0.2156,0.01805,0
73785,182.62822848055,4.7499218259800005,3894674458524011520,0.032,0.0309,0.2906,0.0418,10.764,-2.955,0.044,-10.35,0.038,1.169,10.094398,0.003054,11.23552,0.006297,9.03207,0.0045509999999999,8.566808,0.012698,50.51,1.3641,-1.3156,2533.2258,0.0,0.0,0.99932396,0.0,0.00067609,5087.9346,2.9215,2.153,2.8758,1.6881,1.1882,-4.1647,78.8493,105.1697,1833.6683,1.92,1.357,0.01022554,1267.0,M      ,92,0.11864,0.02648,1
17950,80.82422255221,48.43408476687,213367691732413568,0.0299,0.0236,0.2714,0.0331,2.057,0.498,0.043,-1.996,0.038,0.993,15.57443,0.00279,15.831214,0.003439,15.140993,0.005985,,,,4.2218,-0.7738,3441.1763,0.0,0.0,0.99999213,0.0,7.86e-06,9757.116,1.4312,1.3046,1.5711,0.8699,0.7011,1.5756,1.6701,1.6869,23.545652,2.171,,0.65337867,121.0,B      ,999,0.53925,0.06037,0
25569,64.39467704422,50.64558252773,271394516668754176,0.0666,0.0468,-0.0516,0.0866,0.136,-0.016,0.095,0.135,0.075,1.02,17.389584,0.002864,18.039772,0.010522,16.602632999999997,0.005526,,,,4.3718,-1.4755,3113.943,0.0,0.0,0.99999964,0.0,3.7e-07,9629.093,3.1556,2.6839,3.3482,1.8842,1.4641,2.2376,1.2602,,,,,,,B      ,91,-0.05456,0.11817,0
36287,44.23337773429,30.23750723274,129169599536109056,0.0282,0.0251,1.4841,0.0336,15.706,8.567,0.033,-13.163,0.033,1.189,14.642453,0.002769,15.118845,0.00365,13.996691,0.003912,13.809366,0.115502,19.49,4.4909,-0.3819,589.6378,0.0,0.0,0.9999811,0.0,1.89e-05,5590.57,0.6677,0.5444,0.6916,0.3977,0.294,5.2405,0.8236,0.917,0.7383312,0.958,4.022,0.5934318000000001,207.0,G      ,94,0.0233,0.03804,0
49961,67.90999286658001,20.19703340023,144177555298238336,0.0168,0.0095,1.5356,0.019,7.02,-6.97,0.023,0.84,0.015,1.224,13.537646,0.00276,14.326797,0.002925,12.667217,0.003803,12.265254,0.046921,44.95,3.606,-0.172,628.2574,0.0,0.0,0.9999942,0.0,5.8e-06,5021.4375,1.5389,1.1768,1.5354,0.9023,0.6332,3.3735,2.4962,2.5279,3.6308846,1.122,7.562,0.22960441,541.0,K      ,93,0.04331,0.01673,0
41868,40.37543093087,36.4833637042,141257630371468416,0.027,0.0255,3.0009,0.0284,30.589,-10.856,0.034,-28.598000000000003,0.032,1.971,13.0044,0.00281,13.417547,0.002971,12.404284,0.004193,12.218787,0.0302779999999999,-39.31,4.4801,-0.1017,326.8967,0.0,0.0,0.9992449,0.0,0.0007551,5346.896,0.1867,0.1523,0.1926,0.1115,0.0811,5.2667,0.8943,0.8973,0.59313613,0.86,10.886,0.62617534,311.0,G      ,93,0.10494,0.03511,0
78340,270.24835029328,-35.88042584082,4038960444563618432,0.0724,0.0597,0.6486,0.085,8.105,-4.593999999999999,0.091,-6.6770000000000005,0.062,2.857,14.875851,0.002914,16.04337,0.003836,13.767464000000002,0.004612,13.190432,0.1189359999999999,-20.63,2.8973,-1.012,2207.695,0.0,0.0,0.99994874,0.0,5.124e-05,5462.974,3.4916,2.5846,3.4542,2.0171,1.4372,0.5608,7.5964,4.5948,24.927372,1.922,1.256,0.30334532,408.0,M      ,95,-0.08358,0.05549,0
88279,69.81815024997,35.60460714638,174708862897840000,0.0218,0.0145,1.7403,0.0241,8.98,-4.529,0.03,-7.754,0.024,0.995,14.335697,0.0027719999999999,15.183606,0.003353,13.424511,0.003842,13.086246,0.045094,-28.46,4.1935,-0.1619,602.9358,0.0,0.0,0.9999955,0.0,4.43e-06,6732.6797,2.8622,2.2669,2.9259,1.6864,1.2395,3.1159,1.4941,1.3553,3.4408128,1.358,0.622,0.5506615,138.0,F      ,95,0.17679,0.03265,0
23357,259.36873652756003,-30.986100079120003,5980485502984295040,0.0686,0.0402,0.1782,0.0732,8.025,-5.986000000000001,0.086,-5.343999999999999,0.0579999999999999,0.995,16.781755,0.002871,18.377457,0.01265,15.559593,0.004727,,,,4.1385,-0.2752,2242.1375,0.0,0.0,0.9999993,0.0,7.3e-07,15012.915,7.0061,5.426,7.1108,4.066,3.0448,-0.4479999999999999,2.7910000000000004,2.8666,377.2756,4.309,,0.87955135,176.0,O      ,95,-0.09275,0.11837,0
70073,193.03404936084,-11.44730766619,3529599145986631296,0.0329,0.0258,6.9318,0.0402,77.352,-77.34899999999999,0.048,-0.706,0.037,1.356,14.673397,0.002792,15.849864000000002,0.004347,13.594555,0.004082,13.048942,0.041861,-22.98,4.5028,-0.5783,144.6134,0.0,0.0,1e-06,0.0,0.999999,3632.662,0.6256,0.4255,0.6013,0.3505,0.2507,8.407,0.6031,0.5865,0.054114297,0.55,13.162,0.47277927,156.0,M      ,92,0.06884,0.04351,1
26690,55.90980902531,24.53303485423,68300360944340992,0.0235,0.0155,0.9306,0.0279,6.01,-1.671,0.0289999999999999,-5.773,0.019,1.024,14.6857,0.0027719999999999,15.070493,0.003704,14.115624,0.0039619999999999,13.892563,0.13568,-2.33,4.3023,-0.7384,1021.0568,0.0,0.0,0.99997807,0.0,2.196e-05,6128.645,0.633,0.5323,0.6694,0.3791,0.2903,4.1066,1.1646,1.1817,1.7549531000000005,1.13,3.074,0.5419022,249.0,F      ,999,0.30171,0.03533,0
71810,185.58343339656005,4.73297511944,3701958313878737664,0.0371,0.0253,4.6922,0.0395,59.975,-39.433,0.047,-45.18899999999999,0.03,1.015,15.367135,0.0028,16.477428,0.005428,14.316363,0.004028,13.840918,0.108884,-1.11,4.6966,0.032,204.7422,0.0,0.0,0.99296397,0.0,0.00703605,3813.1262,0.6906,0.4762,0.6641,0.3898,0.2743,8.3234,0.5647,0.5853,0.065247715,0.574,13.255,0.6560701999999999,256.0,M      ,93,-0.00504,0.04979,1
69593,60.53912502554,26.53352279268,163289266413502080,0.0203,0.0125,0.2902,0.0236,2.955,-1.215,0.027,-2.694,0.017,1.063,14.067694,0.002764,14.814232999999998,0.002924,13.226473,0.003813,12.850099,0.042572,37.37,2.9586,-0.0995,1759.0739,0.0,0.0,0.99999714,0.0,2.89e-06,4803.596,1.1298,0.8595,1.1189,0.6629999999999999,0.4559,2.0215,5.2945,8.8772,38.25587,2.902,0.413,0.10976893,528.0,K      ,93,0.04949,0.02168,1
6554,48.30675272207,14.709570989770002,30242277776081280,0.0244,0.0212,0.3829999999999999,0.0277,9.253,9.118,0.033,-1.579,0.026,1.185,14.705642999999998,0.002773,15.34855,0.003288,13.932506,0.003959,13.5976,0.069931,52.47,3.3749,-0.1601,2294.5916,0.0,0.0,0.99998873,0.0,1.124e-05,5193.516,1.0666,0.8367,1.0787,0.6299,0.4488,2.0712,4.1942,4.2943,12.027567,1.75,1.725,0.23208894,512.0,K      ,93,0.12544,0.03689,0
29849,35.68023020535,23.410748708970004,101699882063136896,0.0221,0.0199,0.1379,0.0254,4.729,4.612,0.027,-1.043,0.023,0.996,14.348446,0.002773,15.002935999999998,0.003319,13.57,0.004034,13.263741,0.103351,44.42,2.0303,-0.537,5914.169,0.0,0.0,0.9999957,0.0,4.25e-06,4543.201,0.4601,0.3515,0.4564,0.2703,0.1861,0.1786,14.5682,12.543,78.74718,3.0010000000000003,0.377,0.14210913,517.0,K      ,92,0.08827,0.03425,1
51282,289.7533244943,60.49637098085999,2239746795424678912,0.0186,0.02,6.0924,0.0197,11.154000000000002,-8.042,0.026,-7.728,0.026,1.177,14.961375,0.002788,16.093187,0.005802,13.883767,0.00415,13.38702,0.061866,-11.83,4.6361,-0.2613,163.7719,0.0,0.0,0.99296397,0.0,0.00703605,3708.4683,0.6413,0.4386,0.6168,0.3604,0.2564,8.4203,0.5743,0.5685,0.056184977,0.556,12.671,0.5947272,180.0,M      ,93,-0.08215,0.06394,1
20020,33.49520305243,14.37197078695,77304330382377344,0.0131,0.0122,1.4179,0.0143,12.8,11.129,0.018,-6.322,0.016,0.92,13.589806,0.002766,13.921361,0.003005,13.09058,0.003829,12.911427,0.054023,12.16,4.3001,-0.5627,688.0977,0.0,0.0,0.99995685,0.0,4.312e-05,5895.3228,0.215,0.1816,0.2274,0.129,0.0984,4.2193,1.1858,1.1821,1.5259775,1.036,6.624,0.5517814,333.0,G      ,999,0.16993,0.0255099999999999,0
32237,9.97848980314,57.48827120076,424797008889688320,0.026,0.0288,0.1925,0.0423,1.713,-1.521,0.035,-0.787,0.0409999999999999,1.032,16.202429000000002,0.002786,16.521885,0.003906,15.70569,0.004767,,,,4.1031,-1.4735,4637.3794,0.0,0.0,0.9999922,0.0,7.83e-06,9955.768,1.7280000000000002,1.5605,1.8894,1.0474,0.8421,1.3033,1.8684,1.8805,31.280298,2.291,,0.5574720999999999,150.0,B      ,94,0.52386,0.05805,0
80172,71.02951178239,35.738464627990005,174338769859246464,0.0278,0.0165,0.2219,0.0334,1.959,1.5419999999999998,0.038,-1.208,0.03,0.946,15.381701,0.002767,16.501382999999997,0.003881,14.339849,0.0038689999999999,13.821221,0.127539,29.21,3.2589,0.05,2130.9592,0.0,0.0,0.9999985,0.0,1.48e-06,5174.1646,2.9693,2.1867,2.9032,1.7208,1.1824,1.5618,5.3326,5.3448,18.436375,2.002,1.166,0.2251879,534.0,K      ,95,0.0154,0.03282,0
8941,69.5480483239,50.80809500648,260383564850741504,0.0256,0.0178,0.4587,0.0323,2.642,2.207,0.0409999999999999,-1.453,0.025,1.072,15.303889000000002,0.002788,16.288073999999998,0.003763,14.314691,0.003977,13.852884,0.128066,8.65,3.1142,-0.2426,3759.7178,0.0,0.0,0.99999774,0.0,2.27e-06,7148.3154,3.6379,2.8682,3.7142,2.1312,1.5830000000000002,-0.4867,7.2784,3.4002,51.08772,2.383,0.603,0.51345867,274.0,A      ,94,0.34998,0.03931,0
82221,266.11260215348,-36.13374682789,4040924279820866176,0.0421,0.0318,0.0905,0.0453,3.913,-0.958,0.051,-3.794,0.0279999999999999,0.957,14.662637,0.002971,17.321398000000002,0.00872,13.22956,0.004565,12.804132,0.346065,-87.67,0.7069,0.2672,10858.455,0.0,0.0,1.0,0.0,0.0,3855.143,6.698,4.1159,5.9727,3.6117,2.3609,-4.5731,218.6834,70.2434,769.1056,1.628,2.251,0.28982925,1229.0,M      ,92,0.37156,0.06622,1
25623,42.99567242853,19.17284326261,84175900098964224,0.0234,0.0184,2.6117,0.0263,16.032,12.879,0.026,-9.547,0.023,1.032,14.53615,0.002773,15.176012,0.003532,13.775045,0.003931,13.435318,0.097983,19.13,4.587,0.4334,380.903,0.0,0.0,0.9999528,0.0,4.72e-05,4718.208,0.4364,0.3343,0.4321,0.2575,0.1746,6.3122,0.7583,0.7517,0.2532871,0.742,13.397,0.6896998000000001,307.0,K      ,93,-0.0110099999999999,0.03571,1
23304,258.87001332879,-31.99765445363,5980278141904525312,0.0886,0.0501,0.2378,0.093,5.617999999999999,-5.617999999999999,0.107,-0.064,0.074,0.965,17.401203,0.0029289999999999,18.5653,0.01568,16.046343,0.009852,,,,4.3378,0.0147,3258.0254,0.0,0.0,0.99999243,0.0,7.6e-06,15005.598999999998,5.8879,4.7148,6.0807,3.4559,2.6248,0.0407,2.2129,2.2148,224.82076,3.98,,1.1204274,102.0,O      ,95,0.07582,0.17814,0
50530,68.16229437147,21.66144849949,144968207237912832,0.019,0.0114,0.2222,0.0211,0.698,0.39,0.0279999999999999,-0.579,0.021,0.977,14.477678,0.002762,15.189621,0.003068,13.655417000000002,0.0038399999999999,13.445025,0.06221,-17.91,2.5906,-0.5119,3463.9377,0.0,0.0,0.9999985,0.0,1.48e-06,4815.1685,1.0281,0.7883,1.0264,0.6034,0.423,1.0065,8.3289,9.1814,40.766277,2.504,0.62,0.07530149,537.0,K      ,92,-0.0596,0.02635,1
49393,44.09091570172,59.298735864840005,461457097380637824,0.0543,0.0607,0.2566,0.0732,0.498,0.498,0.077,-0.022,0.085,2.432,15.505945,0.002904,16.001892,0.0037229999999999,14.786929,0.003989,,,,3.7174,-0.7106,4364.6226,0.0,0.0,0.9999985,0.0,1.48e-06,9737.605,2.6241,2.289,2.8227,1.5751,1.2477,-0.0003,3.4662,3.4917,98.04297,2.809,0.367,0.42189407,266.0,B      ,95,0.37515,0.04786,0
838,48.17515277956,4.55206009422,3167491136756480,0.0179,0.0156,2.6995,0.0219,17.835,8.709,0.021,-15.564,0.018,0.986,11.502585,0.002776,11.871395,0.003022,10.961505,0.0037979999999999,10.752044,0.008816,50.22,3.9829,-0.2779,348.6115,0.0,0.0,0.99993527,0.0,6.469e-05,5867.075,0.373,0.3123,0.3921,0.2235,0.1686,3.4772,1.6702,1.7541,3.287412600000001,1.135,6.564,0.37353027,430.0,G      ,94,0.1533,0.0180099999999999,0
98864,83.5066242676,35.5356559757,183178675846866560,0.0189,0.0152,1.2008,0.0213,12.479,5.16,0.026,-11.362,0.019,1.028,14.333562,0.002766,14.783228,0.003102,13.709858,0.004105,13.620873,0.097539,33.74,4.2223,-0.4988,783.2526,0.0,0.0,0.99998766,0.0,1.235e-05,5968.0723,0.8046,0.6666,0.843,0.4804,0.3626,4.1928,1.1669,1.1983,1.6415023999999998,1.061,5.796,0.45087337,326.0,F      ,91,0.0771299999999999,0.04219,0
38949,299.70197295337005,27.83354044278,2027658187937180032,0.0172,0.0217,0.3223,0.0285,7.979,-4.9510000000000005,0.023,-6.257999999999999,0.0279999999999999,0.994,12.952685,0.002814,15.29001,0.004271,11.578755,0.003929,10.960495,0.013493,-4.24,0.7544,0.6012,6789.9673,0.0,0.0,0.9999998,0.0,1.8e-07,3732.1084,4.327,2.6614,3.9368,2.334,1.6030000000000002,-3.8139,181.5541,75.4052,994.6634,1.919,1.357,0.02414855,1216.0,M      ,92,0.01617,0.0288399999999999,1
90801,54.46570701422,42.86773751046,238278467690689792,0.0193,0.0158,0.6097,0.0257,7.881,3.941,0.026,-6.825,0.023,0.952,14.700934,0.002788,15.163903,0.003267,14.065677,0.003951,13.812874,0.1226319999999999,-12.31,3.8264,-0.5096,1487.9532,0.0,0.0,0.9999629,0.0,3.707e-05,5675.7725,0.6920000000000001,0.5677,0.7205,0.4124,0.3081,3.2685,1.9781,2.0779,3.894067,1.19,5.707999999999999,0.29547828,462.0,G      ,92,0.0500899999999999,0.03066,0
72033,72.03601625199,42.1091964801,203657217354465920,0.0132,0.009,1.959,0.0158,16.871,3.1210000000000004,0.017,-16.579,0.015,0.948,12.772216,0.0027649999999999,13.176153,0.002844,12.200009,0.0037939999999999,11.970816,0.027641,-5.81,4.2330000000000005,-0.184,502.1595,0.0,0.0,0.99993527,0.0,6.469e-05,6162.085,0.6229,0.52,0.6531,0.3733,0.2798,3.6976,1.3608,1.3371,2.3256834,1.165,3.841,0.529369,291.0,G      ,93,0.15242,0.01463,0
23460,55.77900584283001,20.08143134399,63141692904618240,0.0212,0.0157,1.0915,0.0234,8.392000000000001,5.477,0.0279999999999999,-6.358,0.019,1.014,14.353127,0.002766,14.792405,0.003767,13.717814,0.004999,13.311109,0.089973,12.4,4.1476,-0.5216,859.8194,0.0,0.0,0.9999747,0.0,2.526e-05,5936.096,0.7817,0.6473,0.8188,0.4667,0.3522,4.0285,1.2737,1.3046,1.9078717,1.081,6.261,0.4143507999999999,348.0,F      ,91,0.23148,0.03331,0
44415,44.24489306856,33.059420780500005,136488189448197888,0.0168,0.0141,0.2965,0.0203,3.606,2.44,0.022,-2.655,0.019,1.122,13.748007,0.002762,14.400826,0.003203,12.973059,0.003828,12.689035,0.053138,-15.26,2.1403,-0.4529,4007.2473,0.0,0.0,0.99999624,0.0,3.74e-06,4433.869000000001,0.292,0.2219,0.2885,0.1714,0.1171,0.5835,13.1913,9.6404,32.45214,1.214,5.939,0.04539873,873.0,K      ,93,-0.00993,0.0254,1
45085,49.10552328544001,34.175315278659994,137546984786744320,0.0229,0.0184,0.4037,0.0263,2.837,0.414,0.0279999999999999,2.807,0.026,0.929,14.255907999999998,0.002764,14.822435,0.003124,13.540463,0.003865,13.33449,0.073115,-31.6,3.4578,-0.1605,1844.5275,0.0,0.0,0.9999777,0.0,2.229e-05,5203.6990000000005,0.7549,0.5993,0.7683,0.4473,0.321,2.3314,3.7045,4.4642,13.156245000000002,1.712,1.845,0.2479896,524.0,K      ,94,0.04133,0.03215,0
25705,28.483828576470003,21.21335150476,97286957784828416,0.0161,0.0132,2.8903,0.0178,14.778,-14.553,0.021,-2.569,0.018,1.118,12.710992999999998,0.002779,13.075324,0.003026,12.177226,0.003859,11.912183,0.0662,-19.01,4.4123,-0.3491,336.4325,0.0,0.0,0.9998432,0.0,0.00015684,5742.8267,0.2468,0.2061,0.259,0.1479,0.1111,4.8667,0.9232,0.9451,0.8705018,1.009,2.25,0.5538728,180.0,G      ,92,0.09626,0.01989,0
48033,347.02106548316004,50.0699076621,1991731267519750144,0.0207,0.0202,1.0579,0.0292,5.316,-2.777,0.026,-4.533,0.024,1.226,11.20993,0.002798,11.267178,0.003681,11.027966,0.004759,10.974765,0.032617,-31.79,3.8204,-0.2194,1221.4889,0.0,0.0,0.99932,2e-08,0.00068004,9170.728,0.4149,0.3915,0.4629999999999999,0.2543,0.2087,0.3763,3.0837,2.3485,35.203915,2.257,0.482,0.4810032999999999,218.0,A      ,3,0.53473,0.02424,0
67273,69.28661131356,26.96719600368,151597850036380288,0.0305,0.0188,1.3416,0.0334,4.172,4.169,0.043,-0.165,0.03,1.088,14.9745,0.002839,16.022266000000002,0.004503,13.952981,0.004035,13.407251,0.076083,56.09,4.1057,-1.1637,733.5853,0.0,0.0,0.99998325,0.0,1.676e-05,7292.5117,3.9006,3.0581,3.9826,2.2832,1.6993,2.5897,1.6713,1.6506,6.950263499999999,1.5490000000000002,1.004,0.4981769,186.0,F      ,94,0.2405199999999999,0.05207,0
48807,308.03965611147004,49.68490827816,2180072524119135488,0.0476,0.0535,4.5919,0.0582,36.628,2.076,0.061,-36.57,0.062,2.883,14.814026,0.002787,15.857834,0.00327,13.800241,0.003852,13.350294,0.097367,-5.02,4.4743,-0.5519,210.3667,0.0,0.0,0.99648726,0.0,0.00351277,3790.3064,0.5945,0.4142,0.5718,0.3373,0.2345,7.7588,0.7162,0.7317,0.09971678,0.643,8.572000000000001,0.5003127,389.0,M      ,92,0.02617,0.03621,1
68421,73.79717627237,25.65300061277,153289856696159616,0.0196,0.0094,0.8261,0.0211,2.2230000000000003,-2.195,0.025,-0.346,0.018,0.955,14.318663,0.002763,14.993827,0.003047,13.512671,0.003821,13.183589,0.05814,25.79,3.9107,-0.7116,1127.1158,0.0,0.0,0.9999947,0.0,5.32e-06,7317.323,2.514,2.0724,2.6295,1.4932,1.1363,1.997,2.152,2.231,12.81599,1.741,1.192,0.41094986,240.0,F      ,92,0.19872,0.02333,0
7089,37.55962005334,12.82701108905,26420890753940096,0.0231,0.0175,1.3014,0.0251,12.712,12.327,0.026,3.1060000000000003,0.021,1.048,14.110870000000002,0.002779,14.465603,0.002986,13.571848999999998,0.003858,13.258375,0.098448,-17.49,4.3788,-0.6579999999999999,697.4101,0.0,0.0,0.99995166,0.0,4.835e-05,6069.2754,0.4061,0.3423,0.4294,0.2437,0.1858,4.5528,0.9644,1.0357,1.2721343,1.109,0.8759999999999999,0.5033801999999999,140.0,F      ,92,0.13398,0.0322,0
92472,78.86661880850001,35.36932743607,182375615742851072,0.0171,0.0117,0.4133,0.0188,4.694,4.585,0.021,1.005,0.017,1.094,13.858471,0.0027719999999999,14.773989000000002,0.003257,12.9133,0.00381,12.451648,0.047349,6.69,2.9439,-0.0469,2192.052,0.0,0.0,0.99999946,0.0,5.4e-07,5278.1675,2.2552,1.7051,2.236,1.3178,0.9183,0.4648,8.4467,8.3857,49.26269,2.496,0.622,0.17454803,529.0,K      ,93,0.01916,0.02503,0
19298,249.13192832082,36.03980821366,1327870404636047872,0.0138,0.0161,3.4986,0.018,31.075,-13.775,0.017,-27.855,0.022,1.071,6.116828,0.002865,7.345594999999999,0.004761,4.992712,0.005538,4.530667,0.005272,-57.8,0.8194,-0.0957,295.905,0.0,0.0,0.99932396,0.0,0.00067609,3634.3855,0.0801,0.0528,0.0764,0.0441,0.0323,-1.3023,71.1827,58.3256,535.02905,1.923,1.345,0.00928637,1138.0,M      ,92,-0.03815,0.03442,1
5346,80.7804581378,43.33811918006,207361368947537024,0.0153,0.0104,0.4245,0.0189,0.974,0.528,0.02,-0.8190000000000001,0.017,0.975,13.889372,0.002792,14.244788,0.003593,13.35627,0.003943,13.236687,0.05043,-11.65,3.92,-0.283,1649.9458,0.0,0.0,0.9999966,0.0,3.34e-06,7270.7935,1.062,0.9181,1.1343,0.6396,0.4947,1.7909,2.3655,2.9793,22.491287,1.962,1.038,0.4306639,272.0,A      ,999,0.30266,0.02392,0
24413,54.83353293238,23.089137405820004,64732166537934592,0.0374,0.0275,1.198,0.0399,9.728,9.337,0.047,2.7310000000000003,0.032,2.461,12.814614,0.00277,13.182207,0.002875,12.270518,0.00381,12.030832,0.030867,30.6,4.0466,-0.7133,726.9816,0.0,0.0,0.99999326,0.0,6.75e-06,6705.8477,0.8654,0.7404,0.9228,0.5199,0.4029,2.7758,1.7869,2.006,7.474357,1.527,1.795,0.47361064,252.0,F      ,91,0.24634,0.02004,0
97701,75.51946852961,34.81269244496,185146354982131072,0.0251,0.0141,0.3012,0.0281,4.822,2.16,0.032,-4.311,0.022,1.033,15.060769,0.002788,16.71741,0.004538,13.837919,0.003915,13.27358,0.043903,-33.27,2.7279,0.2293,1816.9108,0.0,0.0,0.9999998,0.0,1.8e-07,4817.886,4.6543,3.2117,4.3812,2.6402,1.7411,0.5751,10.0536,15.4242,115.533806,3.1010000000000004,0.346,0.12395566,583.0,K      ,95,-0.03191,0.03775,1
48302,327.07001764202005,56.12588974646,2175107095247836800,0.0371,0.0355,0.3768,0.0427,7.221,-5.3420000000000005,0.049,-4.859,0.043,1.14,13.466206,0.0029519999999999,16.799626999999997,0.007927,11.960985,0.004501,11.430758,0.010775,-67.26,0.004,0.1838,13590.963,0.0,0.0,0.9999998,0.0,1.8e-07,3541.966,6.4271,3.6877,5.7248,3.3407,2.3838,-5.8864,590.9272,74.1646,789.5761,1.3969999999999998,3.716,0.00990567,1192.0,M      ,91,0.0440399999999999,0.06564,1
93200,122.32325026053002,1.25751974375,3090596485532555008,0.0803,0.0582,1.0838,0.0902,2.001,-1.301,0.098,-1.52,0.069,4.922,10.360941,0.002804,10.498254,0.002918,10.098356,0.003807,9.994732,0.0081129999999999,4.39,3.6457,-0.2811,677.395,0.0,0.0,0.99885,0.0,0.00114999,7300.459,0.1071,0.0969999999999999,0.1171,0.0652,0.0519,1.1312,3.2001,4.2537,45.59498,2.251,0.81,0.3301314,317.0,A      ,94,0.26429,0.01676,0
25614,58.37404604806999,24.126546094130003,66572478422650496,0.0137,0.0079,0.8989,0.0139,4.141,1.422,0.016,-3.889,0.01,1.007,13.071884,0.002762,13.379222,0.002865,12.592431,0.003804,12.390409,0.0268209999999999,13.1,3.9529,-0.8007,1033.102,0.0,0.0,0.9999838,0.0,1.623e-05,6588.1465,0.5356,0.4621,0.5736,0.3224,0.2512,2.55,2.0601,2.1375,7.7368107,1.529,1.953,0.43278503,267.0,F      ,91,0.2319099999999999,0.01712,0
57376,73.3810898641,27.31451859859,154058930720835072,0.0126,0.0063,0.8148,0.0142,8.124,4.827,0.016,-6.534,0.011,0.95,12.612007,0.00276,13.658605,0.002875,11.606062,0.003793,11.161731,0.015922,-9.03,2.754,0.06,1269.2616,0.0,0.0,0.9999973,0.0,2.68e-06,4978.814,2.5029,1.8437,2.4394,1.4534,0.986,0.2667,10.6504,10.2028,56.950030000000005,2.702,0.502,0.13529055,518.0,K      ,94,-0.00235,0.0123,1
75839,269.11567469701,-38.56947701224001,4036579319095646336,0.0198,0.0163,0.0592,0.0229,6.127999999999999,-3.373,0.024,-5.117,0.017,0.913,14.211329,0.002789,15.336586,0.003773,13.168792000000002,0.0038979999999999,12.623351,0.038348,-34.19,2.0587,-0.8921,3137.4756,0.0,0.0,0.9999466,0.0,5.341e-05,4852.5425,2.699,1.9717,2.6348,1.5582,1.0765,-0.2207,14.6509,17.9723,149.37874,3.2,0.318,0.02850904,614.0,M      ,94,-0.22714,0.02529,1
21094,39.32464850516,15.313908284929996,81178150365198336,0.0193,0.0174,1.1521,0.0218,11.459,8.442,0.024,-7.747999999999999,0.02,1.021,14.519238,0.002767,14.981142000000002,0.00301,13.888485,0.003868,13.607520999999998,0.178175,-5.92,4.2602,-0.1439,824.4705,0.0,0.0,0.9999597,0.0,4.025e-05,5721.095,0.5934,0.484,0.613,0.3541,0.2589,4.3952,1.1479,1.1399,1.2569098,0.96,10.078,0.4760655,334.0,G      ,93,0.11012,0.03513,0
59609,104.24857096713,-14.37498195179,2948546626972357248,0.0972,0.1088,8.4712,0.1302,13.639,2.18,0.128,-13.463,0.125,6.944,14.302885,0.002987,15.390509,0.0038399999999999,13.194439,0.003899,12.66861,0.053771,-7.83,4.6289,-0.0022,128.3355,0.0,0.0,0.99648726,0.0,0.00351277,3771.822,0.6817,0.4679,0.6553,0.3839,0.2714,8.2364,0.6068,0.5481,0.05475025,0.5489999999999999,12.652,0.5961441,163.0,M      ,91,0.07465,0.03198,1
6368,47.97907507117001,13.3395747327,29510415348719744,0.0158,0.0128,2.6091,0.0177,53.349,32.251999999999995,0.02,-42.496,0.016,1.025,13.24708,0.002764,13.783632,0.003083,12.552781,0.00382,12.284455,0.050999,35.54,4.3212,-0.1314,371.5809,0.0,0.0,0.99994195,0.0,5.809e-05,5672.5703,0.9717,0.7858,1.0014,0.5778,0.4235,4.6057,1.0615,1.0806,1.0898317,0.944,9.969,0.5172124,345.0,K      ,95,0.1121,0.0229599999999999,0
8427,60.8440878103,14.00384315838,38908697147638912,0.023,0.0153,0.7537,0.0254,8.277999999999999,4.67,0.031,-6.835,0.018,1.094,14.632968,0.002763,15.126745,0.003167,13.973016,0.003882,13.684526000000002,0.118497,4.01,4.1226,-0.0028,1223.7709,0.0,0.0,0.99998313,0.0,1.688e-05,6253.6630000000005,1.0804,0.8892,1.1227,0.6451,0.4776,3.2226,1.6575,1.6366,3.5890474,1.28,3.309,0.4945495,291.0,G      ,95,0.1973,0.02793,0
